Molecule ChEMBL ID,Molecule Name,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Comment,Response
CHEMBL4205581,,N#Cc1ccccc1Cc1c(Cl)nc2ccnn2c1N1CCC[C@@H](N)C1,IC50,'=',49.0,nM,,Active
CHEMBL4217326,,O=c1cc(N2CCNCC2)n(Cc2ccc([N+](=O)[O-])cc2)c2ccnn12,IC50,'=',17200.0,nM,,Inactive
CHEMBL4210635,,N[C@@H]1CCCN(c2cc(=O)n3nccc3n2Cc2ccccc2F)C1,IC50,'=',21500.0,nM,,Inactive
CHEMBL176211,,FC(CNCc1ccccc1)=C1CCCCC1,IC50,'>',1000000.0,nM,,Inactive
CHEMBL175900,,FC(CNCCc1ccccc1)=C1CCCCC1,IC50,'>',1000000.0,nM,,Inactive
CHEMBL183947,,N[C@@H](CC(=O)N1CCSC1)Cc1ccncc1,IC50,'=',51000.0,nM,,Inactive
CHEMBL359843,,FC(CNC1CCN(Cc2ccccc2)CC1)=C1CCCC1,IC50,'>',250000.0,nM,,Inactive
CHEMBL4874467,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cccc(C(=O)NCC(=O)OC)c2)c1=O,IC50,'=',9.1,nM,,Active
CHEMBL3644786,,N[C@@H](CC(=O)N1CCc2c(nc(C3CCC3)nc2C(F)(F)F)C1)CN1C(=O)CCC(F)(F)C1O,IC50,'=',17.0,nM,213302,Active
CHEMBL3400965,,Cc1oc(=O)oc1COC(=O)c1ccc2c3nc(N4CCC[C@@H](N)C4)n(Cc4ccccc4Cl)c3c(=O)n(C)c2c1,IC50,'=',1.4,nM,,Active
CHEMBL1083032,,N#C[C@@H]1CCCN1C(=O)CN[C@@H]1C[C@@H]2CN(C(=O)CO)C[C@@H]2C1,IC50,'=',14.0,nM,,Active
CHEMBL1202081,,COc1cccc(N2CCN(CCNCC(=O)N3CCC[C@@H]3C#N)C2=O)c1,IC50,'=',65.1,nM,,Active
CHEMBL1202080,,COc1ccc(N2CCN(CCNCC(=O)N3CCC[C@@H]3C#N)C2=O)cc1OC,IC50,'=',2.0,nM,,Active
CHEMBL376359,ALOGLIPTIN,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,IC50,'=',7.5,nM,,Active
CHEMBL2425890,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3cc(F)ccc3n2)c1=O,IC50,'=',2.0,nM,,Active
CHEMBL1951423,,COc1cccc(C(=O)Cn2cnc3c(C#N)c(N4CCC[C@H](N)C4)n(Cc4ccccc4)c3c2=O)c1,IC50,'=',4.0,nM,,Active
CHEMBL237500,LINAGLIPTIN,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,IC50,'=',2.0,nM,,Active
CHEMBL362364,,N[C@H](CCc1ccccc1)CC(=O)N1CCSC1,IC50,'=',16480.0,nM,,Inactive
CHEMBL93507,,CCC(C)C(N)C(=O)N1CCCCC1,IC50,'=',67000.0,nM,,Inactive
CHEMBL474047,,N#C[C@@H]1CCCN1C(=O)[C@@H](N)CCC(=O)N1CCn2nc(C(F)(F)F)nc2C1,IC50,'=',9.0,nM,,Active
CHEMBL474048,,N#C[C@@H]1CCCN1C(=O)[C@@H](N)CCC(=O)N1CCn2cc(C(F)(F)F)nc2C1,IC50,'=',6.0,nM,,Active
CHEMBL50,QUERCETIN,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,IC50,'=',2920.0,nM,,Inactive
CHEMBL364140,,CC(C)[C@@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CC(N)Cc2ccc(C(F)(F)F)cc2F)cc1)C(=O)O,IC50,'=',0.83,nM,,Active
CHEMBL392162,,NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N1Cc2ccccc2[C@H]1P(=O)(Oc1ccccc1)Oc1ccccc1,IC50,'>',50000.0,nM,,Inactive
CHEMBL236602,,N[C@@H](Cc1cnc[nH]1)C(=O)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1,IC50,'=',326000.0,nM,,Inactive
CHEMBL439382,,CC(=O)Nc1ccc(OP(=O)(Oc2ccc(NC(C)=O)cc2)C2CCCN2C(=O)C2CCCN2)cc1,IC50,'=',5600.0,nM,,Inactive
CHEMBL3805179,,N[C@H]1C[C@@H](N2Cc3nn4c(C(F)(F)F)ccnc4c3C2)CC[C@@H]1c1cc(F)c(F)cc1F,IC50,'=',1.1,nM,,Active
CHEMBL3805400,,Cc1ccn2nc3c(c2n1)CN([C@H]1CO[C@H](c2cc(F)ccc2F)[C@@H](N)C1)C3,IC50,'=',1.5,nM,,Active
CHEMBL3806041,,N[C@H]1C[C@@H](N2Cc3cnc4nnc(C5CC5)n4c3C2)CC[C@@H]1c1cc(F)c(F)cc1F,IC50,'=',0.24,nM,,Active
CHEMBL3805966,,Cc1cc2ncc3c(n2n1)CN([C@H]1CC[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,IC50,'=',0.14,nM,,Active
CHEMBL3806157,,Cc1cc2ncc3c(n2n1)CN([C@H]1CC[C@H](c2cc(F)ccc2F)[C@@H](N)C1)C3,IC50,'=',0.6,nM,,Active
CHEMBL3804982,,Cc1cc2nc3c(cn2n1)CN([C@@H]1CC[C@H](c2cc(F)ccc2F)[C@@H](N)C1)C3,IC50,'=',26.0,nM,,Active
CHEMBL242985,,CCC[C@@H]1CN[C@H](C(=O)N2CCC[C@H]2C#N)C1,IC50,'=',3.4,nM,,Active
CHEMBL413797,,Cc1ccc(O)c(C)c1[C@@H]1CN[C@H](C(=O)N2CCC[C@H]2C#N)C1,IC50,'=',4.9,nM,,Active
CHEMBL242492,,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](C2CCCCC2)CN1,IC50,'=',2.4,nM,,Active
CHEMBL250006,,CC1c2nc(C(F)(F)F)n(C)c2CCN1C(=O)C[C@H](N)Cc1cc(F)ccc1F,IC50,'=',65.0,nM,,Active
CHEMBL254440,COCHINCHINENENE D,COc1cc(O)ccc1CCC(c1ccc(O)cc1)c1c(O)cc(O)cc1/C=C/c1ccc(O)cc1,IC50,'>',41300.0,nM,,Inactive
CHEMBL3112958,,Cc1ccc(=O)n([C@H]2CC[C@](CN)(c3cccc(Cl)c3)CC2)n1,IC50,'=',40.0,nM,,Active
CHEMBL497735,,N[C@H](Cc1cc(F)c(F)cc1F)C1CCN(C(=O)c2ccc(F)cc2F)CC1,IC50,'=',35.0,nM,,Active
CHEMBL485125,,N[C@H](Cc1cc(F)c(F)cc1F)C1CCN(C(=O)c2cnc3ncccn23)CC1,IC50,'=',27.0,nM,,Active
CHEMBL395696,,COc1ccc(C(=O)N(C)C2CCC([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)CC2)cc1,IC50,'=',97.0,nM,,Active
CHEMBL353590,,COc1ccc(NC(=O)O[C@@H]2CC[C@H]([C@H](N)C(=O)N3CCCC3)C2)cc1,IC50,'=',1100.0,nM,,Inactive
CHEMBL234613,,CCCC[C@H]1CN(c2ccc(Cl)c(Cl)c2)CC[C@H]1N,IC50,'=',3300.0,nM,,Inactive
CHEMBL234158,,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](CC(=O)O)CN1,IC50,'=',16.0,nM,,Active
CHEMBL395919,,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](CCO)CN1,IC50,'=',3.8,nM,,Active
CHEMBL460065,,N[C@@H](CCCNC(=O)OCc1ccccc1)C(=O)N1CCCC1,IC50,'=',9700.0,nM,,Inactive
CHEMBL459643,,NCCC[C@H](N)C(=O)N1CCCC1,IC50,'=',118000.0,nM,,Inactive
CHEMBL459159,,N[C@@H](CS)C(=O)N1CCCC1,IC50,'=',37000.0,nM,,Inactive
CHEMBL453918,,N[C@@H](Cc1ccccc1)C(=O)N1CCCC1,IC50,'=',21000.0,nM,,Inactive
CHEMBL98869,,N[C@@H](CCNCc1ccc(Cl)cc1)C(=O)N1CCCCC1,IC50,'=',165000.0,nM,,Inactive
CHEMBL511659,,CC[C@@H](C)[C@H](N)C(=O)N1C[C@H](N=[N+]=[N-])C[C@H]1C#N,IC50,'=',52000.0,nM,,Inactive
CHEMBL399726,,Cc1nnc(-c2ccc(CN3C[C@H](N)[C@H](C(=O)N4CCC[C@H]4C#N)C3)cc2)o1,IC50,'=',8.5,nM,,Active
CHEMBL557176,,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1Cc1ccccn1)Cc1cc(F)c(F)cc1F,IC50,'=',0.4,nM,,Active
CHEMBL536536,,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1C(O)c1ccc(F)cc1)Cc1cc(F)c(F)cc1F,IC50,'=',0.5,nM,,Active
CHEMBL250284,,Cn1c(C(F)(F)F)nc2c1CCN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C2Cc1ccccc1,IC50,'=',8.4,nM,,Active
CHEMBL250202,,CC1c2nc(C(F)(F)F)n(C)c2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,IC50,'=',45.0,nM,,Active
CHEMBL257036,,NCc1ccccc1-c1ccccc1,IC50,'=',30000.0,nM,,Inactive
CHEMBL3616893,,CC#CCn1c(OCC)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,IC50,'>',100000.0,nM,,Inactive
CHEMBL3616911,,CC#CCn1c(N2CCNC(=O)C2)nc2c1c(=O)n(Cc1cccnc1)c(=O)n2C,IC50,'>',100000.0,nM,,Inactive
CHEMBL509672,,COC(=O)c1ccc([C@H](N)Cc2cc(F)c(F)cc2F)cc1,IC50,'=',1420.0,nM,,Inactive
CHEMBL541438,,N[C@H]1Cn2c(nc3cnc(C(F)(F)F)cc32)C[C@@H]1c1cc(F)c(F)cc1F,IC50,'=',11.0,nM,,Active
CHEMBL1084601,,CC(C)(CC(=O)N1C2CCC1CC2)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,IC50,'=',66.0,nM,,Active
CHEMBL1085595,,CC(C)(CC(=O)N1CCN(S(C)(=O)=O)CC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,IC50,'=',24.0,nM,,Active
CHEMBL1085333,,CC(C)(CC(=O)N1CCOCC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,IC50,'=',20.0,nM,,Active
CHEMBL257653,,Cn1cnc2cc(Br)c(-c3ccccc3Cl)c(CN)c21,IC50,'=',50.0,nM,,Active
CHEMBL261246,,Cn1c(-c2cccnc2)nc2ccc(-c3ccccc3Cl)c(CN)c21,IC50,'=',11.0,nM,,Active
CHEMBL257308,,CCn1cnc2ccc(-c3ccc(Cl)cc3Cl)c(CN)c21,IC50,'=',66.0,nM,,Active
CHEMBL255552,,Cn1cnc2ccc(-c3ccc(Cl)cc3Cl)c(CN)c21,IC50,'=',62.0,nM,,Active
CHEMBL399247,,N[C@H]1CN(C(=O)c2ccc3ncsc3c2)C[C@H]1C(=O)N1CCCC1,IC50,'=',42.0,nM,,Active
CHEMBL1082974,,CCN(CC)C(=O)O[C@H]1C[C@H]2C[C@@H](NCC(=O)N3CCC[C@H]3C#N)C[C@H]2C1,IC50,'=',80.0,nM,,Active
CHEMBL2011534,,N[C@H]1CN(c2ccc(-n3ccc(OCc4ccccc4)cc3=O)cn2)C[C@@H]1c1cc(F)c(F)cc1F,IC50,'=',1100.0,nM,,Inactive
CHEMBL452297,,N[C@@H](CC(=O)N1CCCNC(=O)[C@H]1CC(F)(F)F)Cc1ccccc1F,IC50,'=',85.0,nM,,Active
CHEMBL520067,,C[C@@H](c1nc(-c2ccc(OC(F)(F)F)cc2)no1)[C@H](N)Cc1cc(F)ccc1F,IC50,'=',4400.0,nM,,Inactive
CHEMBL537400,,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)ccc1F,IC50,'=',27.0,nM,,Active
CHEMBL194993,,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](NCCc2ccccc2)CN1,IC50,'=',1.9,nM,,Active
CHEMBL4247286,,O=C(N/N=C/c1c(O)ccc2ccccc12)c1n[nH]c2c1CCCC2,IC50,'=',2120.0,nM,,Inactive
CHEMBL2159187,,Cn1c(=O)c2c(-c3cc(F)ccc3Cl)c(CN)c(N)nc2n(C)c1=O,IC50,'=',7.6,nM,,Active
CHEMBL352520,,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)Nc2cccc3ccccc23)C1,IC50,'=',43.0,nM,,Active
CHEMBL366345,,FC(CNC1CCN(Cc2ccccc2)CC1)=C1CCCCC1,IC50,'>',250000.0,nM,,Inactive
CHEMBL177632,,O=C(NC1CCN(Cc2ccccc2)CC1)N1CCCCC1,IC50,'>',1000000.0,nM,,Inactive
CHEMBL184259,,N[C@@H](CC(=O)N1CCSC1)Cc1ccc(C(F)(F)F)cc1,IC50,'=',7688.0,nM,,Inactive
CHEMBL184937,,N[C@@H](CC(=O)N1CCSC1)Cc1ccc([N+](=O)[O-])cc1,IC50,'=',1552.0,nM,,Inactive
CHEMBL390418,,CCc1cc(O)cc(C)c1[C@@H]1CN[C@H](C(=O)N2CCC[C@H]2C#N)C1,IC50,'=',8.9,nM,,Active
CHEMBL245069,,C=CC[C@@H]1CN[C@H](C(=O)N2CCC[C@H]2C#N)C1,IC50,'=',3.5,nM,,Active
CHEMBL390241,,Cn1nc2ccc(N3CC[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C3)nn2c1=O,IC50,'=',5.0,nM,,Active
CHEMBL231395,,Cc1nc2ccc(N3CC[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C3)nc2c(=O)[nH]1,IC50,'=',7.0,nM,,Active
CHEMBL231091,,N[C@H]1CN(c2nccc3ccccc23)CC[C@@H]1c1cc(F)c(F)cc1F,IC50,'=',3700.0,nM,,Inactive
CHEMBL230985,,N[C@H]1CN(c2cnccn2)CC[C@@H]1c1cc(F)c(F)cc1F,IC50,'=',82.0,nM,,Active
CHEMBL452289,,NC(=O)c1cccc(-c2ccc([C@H](N)Cc3cc(F)ccc3F)cc2)c1,IC50,'=',32.0,nM,,Active
CHEMBL1194345,,N[C@H]1Cn2c(nc3cnccc32)C[C@@H]1c1cc(F)c(F)cc1F,IC50,'=',67.0,nM,,Active
CHEMBL443622,,C[C@H](N)C(=O)N1CCCC1,IC50,'=',41000.0,nM,,Inactive
CHEMBL1683999,,N[C@@H](CC(=O)N1CCn2nnc(-c3ccsc3)c2C1)Cc1cc(F)c(F)cc1F,IC50,'=',47.27,nM,,Active
CHEMBL1683983,,N[C@@H](CC(=O)N1CCn2nnc(-c3ccccc3)c2C1)Cc1cc(F)c(F)cc1F,IC50,'=',37.54,nM,,Active
CHEMBL1779710,EVOGLIPTIN,CC(C)(C)OC[C@@H]1C(=O)NCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,IC50,'=',0.9,nM,,Active
CHEMBL273694,,O=C([C@@H]1CCCN1)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1,IC50,'>',10000.0,nM,,Inactive
CHEMBL5273757,,N/C(=N\O)c1cnn2c(=O)c([N+](=O)[O-])n[nH]c12,IC50,'=',63560.0,nM,,Inactive
CHEMBL3616916,,COc1nc(Cn2c(=O)c3c(nc(N4CCNC(=O)C4)n3C)n(C)c2=O)nc2ccccc12,IC50,'>',100000.0,nM,,Inactive
CHEMBL317537,,NC[C@H](N)C(=O)N1CCCCC1,IC50,'>',1000000.0,nM,,Inactive
CHEMBL3616896,,CC#CCn1c(N2CC(=O)N[C@H](CO)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,IC50,'=',18100.0,nM,,Inactive
CHEMBL3616897,,CC#CCn1c(NCC(N)=O)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,IC50,'>',100000.0,nM,,Inactive
CHEMBL3616910,,CC#CCn1c(N2CCNC(=O)C2)nc2c1c(=O)n(Cc1ccccn1)c(=O)n2C,IC50,'>',100000.0,nM,,Inactive
CHEMBL382127,,NCC1(c2ccccc2)CCCC1,IC50,'=',40000.0,nM,,Inactive
CHEMBL1929393,,Cc1nc2cc(C(C)(C)C)nn2c(C)c1C(=O)NCC(C)(C)NCC(=O)N1CCC[C@H]1C#N,IC50,'=',80.0,nM,,Active
CHEMBL2364733,,N#C[C@H]1CCCN1C(=O)[C@@H](N)CCC(=O)N1Cc2ccccc2C1,IC50,'=',2.0,nM,,Active
CHEMBL492536,,N#C[C@@H]1CCCN1C(=O)[C@@H](N)CCC(=O)N1CCn2cnnc2C1,IC50,'=',7.0,nM,,Active
CHEMBL492733,,N#C[C@@H]1CCCN1C(=O)[C@@H](N)CCC(=O)N1CCn2c(nnc2C(F)(F)F)C1,IC50,'=',5.0,nM,,Active
CHEMBL498749,,N[C@H](Cc1cc(F)c(F)cc1F)C1CCN(C(=O)c2cc3ccccc3cn2)CC1,IC50,'=',26.0,nM,,Active
CHEMBL485123,,Cc1ncc(C)c(C(=O)N2CCC([C@H](N)Cc3cc(F)c(F)cc3F)CC2)n1,IC50,'=',18.0,nM,,Active
CHEMBL371588,,CN(C)NC(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,IC50,'=',67.0,nM,,Active
CHEMBL190466,,CN(C)C(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CCCC1,IC50,'=',7.5,nM,,Active
CHEMBL190863,,CN(C)C(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CCSC1,IC50,'=',9.1,nM,,Active
CHEMBL364922,,N#Cc1ccc[n+](N2CCN(C(=O)C[C@H](N)C(=O)N3CCC[C@H]3C#N)CC2)c1,IC50,'=',87.0,nM,,Active
CHEMBL190183,,COc1cc2c(cc1OC)C(Cc1ccccc1)N(C(=O)C[C@H](N)C(=O)N1CCC[C@H]1C#N)CC2,IC50,'=',97.0,nM,,Active
CHEMBL362930,,C[C@@H](c1ccc(N2CCCCC2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,IC50,'=',7900.0,nM,,Inactive
CHEMBL4856255,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(C(=O)OC)ccc2Br)c1=O,IC50,'=',2.6,nM,,Active
CHEMBL329171,,NCCCC(N)C(=O)N1CCCCC1,IC50,'>',500000.0,nM,,Inactive
CHEMBL147923,,NCCC(N)C(=O)N1CCCCC1,IC50,'>',1000000.0,nM,,Inactive
CHEMBL172624,,N[C@@H](C(=O)N1CCSC1)[C@H]1CC[C@@H](OC(=O)Nc2cccc(F)c2)C1,IC50,'=',1200.0,nM,,Inactive
CHEMBL171342,,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(S(N)(=O)=O)cc2)C1,IC50,'=',83.0,nM,,Active
CHEMBL362976,,C[C@@H](c1ccccc1F)[C@H](N)C(=O)N1CC[C@H](F)C1,IC50,'=',1100.0,nM,,Inactive
CHEMBL277693,,N[C@H](C(=O)N1CC[C@@H](F)C1)[C@H]1CC[C@H](NC(=O)OCc2ccccc2)CC1,IC50,'=',88.0,nM,,Active
CHEMBL4779526,,Cc1ccc(Cc2nc(C(=O)NCC(=O)N3CC(F)(F)C[C@H]3C#N)cs2)cc1,IC50,'=',68850.0,nM,,Inactive
CHEMBL9565,,O=C(C1CCCN1)N1CCCC1P(=O)(Oc1ccc(O)cc1)Oc1ccc(O)cc1,IC50,'=',190000.0,nM,,Inactive
CHEMBL4640183,,N[C@H]1C[C@@H](N2Cc3c[nH]nc3C2)[C@@H](C(F)(F)F)O[C@@H]1c1cc(F)ccc1F,IC50,'=',18.2,nM,,Active
CHEMBL4641763,,CS(=O)(=O)n1cc2c(n1)CN([C@@H]1C[C@H](N)[C@@H](c3cc(F)c(F)cc3F)O[C@@H]1C(F)(F)F)C2,IC50,'=',3.9,nM,,Active
CHEMBL3675619,,[C-]#[N+]c1ccc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3CC#CC)N3CCN=C23)cc1,IC50,'=',10.0,nM,246876,Active
CHEMBL3680637,,CC#CCn1c(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(CC(=O)c1ccccc1[N+](=O)[O-])c(=O)n2C,IC50,'=',3.0,nM,247274,Active
CHEMBL343650,,CCCN(C)C(=O)C(N)C(C)CC,IC50,'=',377000.0,nM,,Inactive
CHEMBL365322,,CC(C)[C@H](N)C(=O)N[C@@H](C)B(O)O,IC50,'=',3.5,nM,277810,Active
CHEMBL1683118,,NC(=O)C1CCCN([C@H]2CC[C@@H]([C@H](N)Cc3cc(F)ccc3F)CC2)C1,IC50,'=',1300.0,nM,,Inactive
CHEMBL1683140,,N[C@H](Cc1cc(F)ccc1F)C1CCN(c2cncnc2)CC1,IC50,'=',75.0,nM,,Active
CHEMBL1683141,,COc1ncc(N2CCC([C@H](N)Cc3cc(F)ccc3F)CC2)cn1,IC50,'=',78.0,nM,,Active
CHEMBL1683142,,N[C@H](Cc1cc(F)ccc1F)C1CCN(c2cnc(O)nc2)CC1,IC50,'=',72.0,nM,,Active
CHEMBL4086264,,CC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@@H](NC(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)C[C@H]1C(=O)O,IC50,'=',57.0,nM,,Active
CHEMBL469878,,CC[C@H](C)[C@H](N)C(=O)N1Cc2ccc(Br)cc2C1,IC50,'>',100000.0,nM,,Inactive
CHEMBL469669,,CC[C@H](C)[C@H](N)C(=O)N1Cc2ccc(C)cc2C1,IC50,'>',100000.0,nM,,Inactive
CHEMBL407296,,CCN(CC#N)C(=O)[C@@H]1C[C@H](C(=O)N(C)C)[C@H](C)N1,IC50,'=',24.0,nM,,Active
CHEMBL4863369,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(Br)cc(C(=O)OC)c2)c1=O,IC50,'=',1.3,nM,,Active
CHEMBL1651767,,Cc1csc2c(=O)n(Cc3ccccc3C#N)c(N3CCC[C@@H](N)C3)nc12,IC50,'=',1.72,nM,,Active
CHEMBL3675636,,Cc1nc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3Cc3ccccc3C#N)N3CCN=C23)nc2ccccc12,IC50,'=',82.2,nM,,Active
CHEMBL3616912,,CC#CCn1c(N2CCNC(=O)C2)nc2c1c(=O)n(Cc1ccncc1)c(=O)n2C,IC50,'>',100000.0,nM,,Inactive
CHEMBL512895,,C[C@@H](c1ccc(-c2ccncc2Cl)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,IC50,'=',71.0,nM,,Active
CHEMBL3644801,,CC1CCC(=O)N(C[C@@H](N)CC(=O)N2CCc3c(nc(-c4cccs4)nc3C(F)(F)F)C2)C1=O,IC50,'>',2500.0,nM,213318,Inactive
CHEMBL3220151,,O=C(CCCCc1ccccc1)c1ccc(O)cc1,IC50,'=',22390.0,nM,,Inactive
CHEMBL591060,,COc1cc2c(cc1OC)C1CC(N)C(N3CCC(C)C3=O)CN1CC2,IC50,'=',10000.0,nM,,Inactive
CHEMBL590330,,COc1cc2c(cc1OC)C1CC(N)C(N3CCOC3=O)CN1CC2,IC50,'=',1150.0,nM,,Inactive
CHEMBL146437,,CCC(C)C(N)C(=O)N(CC)CC,IC50,'>',500000.0,nM,,Inactive
CHEMBL343616,,NCCC(N)C(=O)N1CCOCC1,IC50,'>',1000000.0,nM,,Inactive
CHEMBL3680633,,CC#CCn1c(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(Cc1ccc3nc(C)c(C)nc3c1)c(=O)n2C,IC50,'=',2.0,nM,247270,Active
CHEMBL3805226,,Cc1cc2nc3c(cn2n1)CN([C@H]1CC[C@H](c2cc(F)ccc2F)[C@@H](N)C1)C3,IC50,'=',1.1,nM,,Active
CHEMBL591982,,CCc1cccc([C@H]2CN3CCc4cc(OC)c(OC)cc4[C@@H]3CC2N)c1,IC50,'=',61.0,nM,,Active
CHEMBL4111229,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc3ccccc3s1)c(=O)n2C,IC50,'=',0.1,nM,364641,Active
CHEMBL3953094,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(-c3ccccc3)c3ccccc3n1)c(=O)n2C,IC50,'=',4.0,nM,392438,Active
CHEMBL563911,,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)c1cccnc1)Cc1ccccc1F,IC50,'=',87.0,nM,,Active
CHEMBL557851,,CS(=O)(=O)c1ccc(C(=O)NC[C@@H]2CCCN2C(=O)C[C@H](N)Cc2ccccc2F)cc1,IC50,'=',77.0,nM,,Active
CHEMBL37980,,NCc1c(N)nc(-c2ccccc2)nc1-c1ccc2c(c1)OCO2,IC50,'=',10000.0,nM,,Inactive
CHEMBL186032,,CS(=O)(=O)Nc1cccc(NC(=O)CN2CCN(C[C@@H](N)Cc3ccccc3)C(Cc3ccccc3)C2)c1,IC50,'=',11000.0,nM,,Inactive
CHEMBL2425068,,Cc1nc2c(o1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,IC50,'=',11.0,nM,,Active
CHEMBL1688412,,CNC(=O)c1cc(-c2ccc(Cl)cc2Cl)c(C#N)c(C)n1,IC50,'>',50000.0,nM,,Inactive
CHEMBL1688414,,Cc1nc(C(=O)NC2CC2)cc(-c2ccccc2F)c1CN,IC50,'<',50000.0,nM,,Inactive
CHEMBL1688422,,Cc1nc(C(=O)N2CCOCC2)cc(-c2ccc(F)cc2F)c1CN,IC50,'<',50000.0,nM,,Inactive
CHEMBL1688436,,COc1ccc(-c2cc(C(=O)Nc3cc(C)on3)nc(C)c2CN)cc1,IC50,'>',50000.0,nM,,Inactive
CHEMBL536999,,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1CC(F)(F)F)Cc1cc(F)c(F)cc1F,IC50,'=',5.7,nM,,Active
CHEMBL356055,,NCCC[C@H](N)C(=S)N1CCCCC1,IC50,'>',1000000.0,nM,,Inactive
CHEMBL274829,,CCOC(=O)CNC(=O)c1ccc(OP(=O)(Oc2ccc(C(=O)NCC(=O)OCC)cc2)C2CCCN2C(=O)C2CCCN2)cc1,IC50,'=',23.0,nM,,Active
CHEMBL4740030,,N#C[C@@H]1CC(F)(F)CN1C(=O)CNC(=O)c1csc(-c2ccc(C(F)(F)F)cc2)n1,IC50,'>',100000.0,nM,,Inactive
CHEMBL4758377,,N#C[C@@H]1CC(F)(F)CN1C(=O)CNC(=O)c1csc(Cc2ccccc2I)n1,IC50,'>',100000.0,nM,,Inactive
CHEMBL4748328,,COc1ccc(Cc2nc(C(=O)NCC(=O)N3CC(F)(F)C[C@H]3C#N)cs2)cc1,IC50,'>',100000.0,nM,,Inactive
CHEMBL270163,,O=C([C@@H]1CN[C@H](C(=O)N2CCCC2)C1)N1CCN(c2nc(C(F)(F)F)ns2)CC1,IC50,'=',23.0,nM,,Active
CHEMBL328795,,NC(=O)CC(N)C(=O)N1CCCC1,IC50,'=',188000.0,nM,,Inactive
CHEMBL403862,,Cn1cnc2c(CN)c(-c3ccccc3)ccc21,IC50,'=',40000.0,nM,,Inactive
CHEMBL1682974,,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2ccc(OC(F)(F)F)cc2)CC1,IC50,'=',33.0,nM,,Active
